Fund Holdings as of,"28/Jul/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"ADSK","AUTODESK INC","Equity","0.12","313.13","6,224.00","1,948,921.12","1,948,921.12","Information Technology","US0527691069","NASDAQ","United States","USD"
"ADS","ADIDAS N AG","Equity","0.12","365.20","5,325.00","1,944,660.85","1,944,660.85","Consumer Discretionary","DE000A1EWWW0","Xetra","Germany","EUR"
"SNAP","SNAP INC CLASS A","Equity","0.12","76.16","25,535.00","1,944,745.60","1,944,745.60","Communication","US83304A1060","New York Stock Exchange Inc.","United States","USD"
"NSC","NORFOLK SOUTHERN CORP","Equity","0.12","256.92","7,567.00","1,944,113.64","1,944,113.64","Industrials","US6558441084","New York Stock Exchange Inc.","United States","USD"
"DPW","DEUTSCHE POST AG","Equity","0.12","69.49","27,880.00","1,937,304.68","1,937,304.68","Industrials","DE0005552004","Xetra","Germany","EUR"
"BNP","BNP PARIBAS SA","Equity","0.12","60.37","31,834.00","1,921,698.95","1,921,698.95","Financials","FR0000131104","Nyse Euronext - Euronext Paris","France","EUR"
"ABBN","ABB LTD","Equity","0.12","36.64","52,160.00","1,911,354.19","1,911,354.19","Industrials","CH0012221716","SIX Swiss Exchange","Switzerland","CHF"
"ATVI","ACTIVISION BLIZZARD INC","Equity","0.12","84.82","22,490.00","1,907,601.80","1,907,601.80","Communication","US00507V1098","NASDAQ","United States","USD"
"ICE","INTERCONTINENTAL EXCHANGE INC","Equity","0.12","121.32","15,680.00","1,902,297.60","1,902,297.60","Financials","US45866F1049","New York Stock Exchange Inc.","United States","USD"
"CL","COLGATE-PALMOLIVE","Equity","0.12","83.18","22,840.00","1,899,831.20","1,899,831.20","Consumer Staples","US1941621039","New York Stock Exchange Inc.","United States","USD"
"ICSUAGD","BLK ICS USD LIQ AGENCY DIS","Money Market","0.12","1.00","1,893,729.00","1,893,729.00","1,893,729.00","Cash and/or Derivatives","IE00B50QMP13","-","Ireland","USD"
"WBC","WESTPAC BANKING CORPORATION CORP","Equity","0.12","18.02","105,025.00","1,892,516.05","1,892,516.05","Financials","AU000000WBC1","Asx - All Markets","Australia","AUD"
"TWLO","TWILIO INC CLASS A","Equity","0.12","394.00","4,757.00","1,874,258.00","1,874,258.00","Information Technology","US90138F1021","New York Stock Exchange Inc.","United States","USD"
"FISV","FISERV INC","Equity","0.12","113.91","16,400.00","1,868,124.00","1,868,124.00","Information Technology","US3377381088","NASDAQ","United States","USD"
"BMO","BANK OF MONTREAL","Equity","0.12","99.79","18,710.00","1,867,057.92","1,867,057.92","Financials","CA0636711016","Toronto Stock Exchange","Canada","CAD"
"8306","MITSUBISHI UFJ FINANCIAL GROUP INC","Equity","0.12","5.33","349,700.00","1,864,579.69","1,864,579.69","Financials","JP3902900004","Tokyo Stock Exchange","Japan","JPY"
"MCO","MOODYS CORP","Equity","0.12","378.58","4,915.00","1,860,720.70","1,860,720.70","Financials","US6153691059","New York Stock Exchange Inc.","United States","USD"
"BSX","BOSTON SCIENTIFIC CORP","Equity","0.12","45.43","40,696.00","1,848,819.28","1,848,819.28","Health Care","US1011371077","New York Stock Exchange Inc.","United States","USD"
"APD","AIR PRODUCTS AND CHEMICALS INC","Equity","0.11","287.83","6,342.00","1,825,417.86","1,825,417.86","Materials","US0091581068","New York Stock Exchange Inc.","United States","USD"
"WM","WASTE MANAGEMENT INC","Equity","0.11","145.67","12,522.00","1,824,079.74","1,824,079.74","Industrials","US94106L1098","New York Stock Exchange Inc.","United States","USD"
"SAN","BANCO SANTANDER SA","Equity","0.11","3.61","503,763.00","1,818,613.16","1,818,613.16","Financials","ES0113900J37","Bolsa De Madrid","Spain","EUR"
"4063","SHIN ETSU CHEMICAL LTD","Equity","0.11","160.25","11,183.00","1,792,062.80","1,792,062.80","Materials","JP3371200001","Tokyo Stock Exchange","Japan","JPY"
"388","HONG KONG EXCHANGES AND CLEARING L","Equity","0.11","60.75","29,400.00","1,786,193.24","1,786,193.24","Financials","HK0388045442","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"ETN","EATON PLC","Equity","0.11","155.46","11,482.00","1,784,991.72","1,784,991.72","Industrials","IE00B8KQN827","New York Stock Exchange Inc.","United States","USD"
"AON","AON PLC CLASS A","Equity","0.11","262.29","6,786.00","1,779,899.94","1,779,899.94","Financials","IE00BLP1HW54","New York Stock Exchange Inc.","United States","USD"
"8035","TOKYO ELECTRON LTD","Equity","0.11","403.05","4,400.00","1,773,426.57","1,773,426.57","Information Technology","JP3571400005","Tokyo Stock Exchange","Japan","JPY"
"ZURN","ZURICH INSURANCE GROUP AG","Equity","0.11","401.88","4,378.00","1,759,436.88","1,759,436.88","Financials","CH0011075394","SIX Swiss Exchange","Switzerland","CHF"
"NAB","NATIONAL AUSTRALIA BANK LTD","Equity","0.11","19.01","92,019.00","1,749,296.56","1,749,296.56","Financials","AU000000NAB4","Asx - All Markets","Australia","AUD"
"IDXX","IDEXX LABORATORIES INC","Equity","0.11","695.58","2,472.00","1,719,473.76","1,719,473.76","Health Care","US45168D1046","NASDAQ","United States","USD"
"ADI","ANALOG DEVICES INC","Equity","0.11","164.04","10,465.00","1,716,678.60","1,716,678.60","Information Technology","US0326541051","NASDAQ","United States","USD"
"HUM","HUMANA INC","Equity","0.11","440.81","3,859.00","1,701,085.79","1,701,085.79","Health Care","US4448591028","New York Stock Exchange Inc.","United States","USD"
"EMR","EMERSON ELECTRIC","Equity","0.11","98.36","17,236.00","1,695,332.96","1,695,332.96","Industrials","US2910111044","New York Stock Exchange Inc.","United States","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Equity","0.11","586.41","2,883.00","1,690,620.03","1,690,620.03","Health Care","US75886F1075","NASDAQ","United States","USD"
"GPN","GLOBAL PAYMENTS INC","Equity","0.11","191.62","8,813.00","1,688,747.06","1,688,747.06","Information Technology","US37940X1028","New York Stock Exchange Inc.","United States","USD"
"6501","HITACHI LTD","Equity","0.10","58.50","28,800.00","1,684,686.22","1,684,686.22","Industrials","JP3788600009","Tokyo Stock Exchange","Japan","JPY"
"LONN","LONZA GROUP AG","Equity","0.10","749.95","2,232.00","1,673,877.93","1,673,877.93","Health Care","CH0013841017","SIX Swiss Exchange","Switzerland","CHF"
"UBSG","UBS GROUP AG","Equity","0.10","16.13","103,423.00","1,668,094.66","1,668,094.66","Financials","CH0244767585","SIX Swiss Exchange","Switzerland","CHF"
"7974","NINTENDO LTD","Equity","0.10","537.46","3,100.00","1,666,133.87","1,666,133.87","Communication","JP3756600007","Tokyo Stock Exchange","Japan","JPY"
"ECL","ECOLAB INC","Equity","0.10","219.13","7,578.00","1,660,567.14","1,660,567.14","Materials","US2788651006","New York Stock Exchange Inc.","United States","USD"
"DG","DOLLAR GENERAL CORP","Equity","0.10","230.06","7,177.00","1,651,140.62","1,651,140.62","Consumer Discretionary","US2566771059","New York Stock Exchange Inc.","United States","USD"
"TWTR","TWITTER INC","Equity","0.10","69.96","23,536.00","1,646,578.56","1,646,578.56","Communication","US90184L1026","New York Stock Exchange Inc.","United States","USD"
"PGR","PROGRESSIVE CORP","Equity","0.10","94.52","17,382.00","1,642,946.64","1,642,946.64","Financials","US7433151039","New York Stock Exchange Inc.","United States","USD"
"UBER","UBER TECHNOLOGIES INC","Equity","0.10","46.14","35,562.00","1,640,830.68","1,640,830.68","Industrials","US90353T1007","New York Stock Exchange Inc.","United States","USD"
"ANZ","AUSTRALIA AND NEW ZEALAND BANKING","Equity","0.10","20.35","79,953.00","1,627,270.46","1,627,270.46","Financials","AU000000ANZ3","Asx - All Markets","Australia","AUD"
"RKT","RECKITT BENCKISER GROUP PLC","Equity","0.10","76.54","20,926.00","1,601,739.05","1,601,739.05","Consumer Staples","GB00B24CGK77","London Stock Exchange","United Kingdom","GBP"
"NXPI","NXP SEMICONDUCTORS NV","Equity","0.10","198.58","8,000.00","1,588,640.00","1,588,640.00","Information Technology","NL0009538784","NASDAQ","United States","USD"
"REL","RELX PLC","Equity","0.10","28.21","55,985.00","1,579,311.43","1,579,311.43","Industrials","GB00B2B0DG97","London Stock Exchange","United Kingdom","GBP"
"ADYEN","ADYEN NV","Equity","0.10","2,745.17","575.00","1,578,463.36","1,578,463.36","Information Technology","NL0012969182","Euronext Amsterdam","Netherlands","EUR"
"7741","HOYA CORP","Equity","0.10","136.95","11,400.00","1,561,275.09","1,561,275.09","Health Care","JP3837800006","Tokyo Stock Exchange","Japan","JPY"
"VRTX","VERTEX PHARMACEUTICALS INC","Equity","0.10","202.24","7,632.00","1,543,495.68","1,543,495.68","Health Care","US92532F1003","NASDAQ","United States","USD"
"F","FORD MOTOR CO","Equity","0.10","13.86","110,598.00","1,532,888.28","1,532,888.28","Consumer Discretionary","US3453708600","New York Stock Exchange Inc.","United States","USD"
"DG","VINCI SA","Equity","0.10","106.44","14,399.00","1,532,676.93","1,532,676.93","Industrials","FR0000125486","Nyse Euronext - Euronext Paris","France","EUR"
"WES","WESFARMERS LTD","Equity","0.10","45.16","33,879.00","1,529,949.72","1,529,949.72","Consumer Discretionary","AU000000WES1","Asx - All Markets","Australia","AUD"
"RMS","HERMES INTERNATIONAL","Equity","0.09","1,528.63","988.00","1,510,281.72","1,510,281.72","Consumer Discretionary","FR0000052292","Nyse Euronext - Euronext Paris","France","EUR"
"DOCU","DOCUSIGN INC","Equity","0.09","304.82","4,938.00","1,505,201.16","1,505,201.16","Information Technology","US2561631068","NASDAQ","United States","USD"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Equity","0.09","70.29","21,348.00","1,500,550.92","1,500,550.92","Industrials","IE00BY7QL619","New York Stock Exchange Inc.","United States","USD"
"DSV","DSV PANALPINA","Equity","0.09","240.75","6,187.00","1,489,512.95","1,489,512.95","Industrials","DK0060079531","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"ROP","ROPER TECHNOLOGIES INC","Equity","0.09","488.36","3,047.00","1,488,032.92","1,488,032.92","Industrials","US7766961061","New York Stock Exchange Inc.","United States","USD"
"EBAY","EBAY INC","Equity","0.09","72.89","20,389.00","1,486,154.21","1,486,154.21","Consumer Discretionary","US2786421030","NASDAQ","United States","USD"
"6367","DAIKIN INDUSTRIES LTD","Equity","0.09","206.38","7,200.00","1,485,968.58","1,485,968.58","Industrials","JP3481800005","Tokyo Stock Exchange","Japan","JPY"
"6981","MURATA MANUFACTURING LTD","Equity","0.09","81.37","18,200.00","1,480,991.74","1,480,991.74","Information Technology","JP3914400001","Tokyo Stock Exchange","Japan","JPY"
"ABI","ANHEUSER BUSCH INBEV SA","Equity","0.09","68.58","21,548.00","1,477,733.70","1,477,733.70","Consumer Staples","BE0974293251","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"6594","NIDEC CORP","Equity","0.09","111.84","13,200.00","1,476,323.68","1,476,323.68","Industrials","JP3734800000","Tokyo Stock Exchange","Japan","JPY"
"CM","CANADIAN IMPERIAL BANK OF COMMERCE","Equity","0.09","115.35","12,733.00","1,468,736.74","1,468,736.74","Financials","CA1360691010","Toronto Stock Exchange","Canada","CAD"
"4502","TAKEDA PHARMACEUTICAL LTD","Equity","0.09","33.60","43,615.00","1,465,584.42","1,465,584.42","Health Care","JP3463000004","Tokyo Stock Exchange","Japan","JPY"
"MSCI","MSCI INC","Equity","0.09","591.84","2,470.00","1,461,844.80","1,461,844.80","Financials","US55354G1004","New York Stock Exchange Inc.","United States","USD"
"ROKU","ROKU INC CLASS A","Equity","0.09","468.35","3,120.00","1,461,252.00","1,461,252.00","Communication","US77543R1023","NASDAQ","United States","USD"
"EL","ESSILORLUXOTTICA SA","Equity","0.09","180.98","8,039.00","1,454,904.10","1,454,904.10","Consumer Discretionary","FR0000121667","Nyse Euronext - Euronext Paris","France","EUR"
"BIIB","BIOGEN INC","Equity","0.09","334.18","4,318.00","1,442,989.24","1,442,989.24","Health Care","US09062X1037","NASDAQ","United States","USD"
"LHX","L3HARRIS TECHNOLOGIES INC","Equity","0.09","227.68","6,322.00","1,439,392.96","1,439,392.96","Industrials","US5024311095","New York Stock Exchange Inc.","United States","USD"
"CMG","CHIPOTLE MEXICAN GRILL INC","Equity","0.09","1,816.26","789.00","1,433,029.14","1,433,029.14","Consumer Discretionary","US1696561059","New York Stock Exchange Inc.","United States","USD"
"NEM","NEWMONT","Equity","0.09","61.88","23,113.00","1,430,232.44","1,430,232.44","Materials","US6516391066","New York Stock Exchange Inc.","United States","USD"
"INVE B","INVESTOR CLASS B","Equity","0.09","24.73","57,219.00","1,414,868.37","1,414,868.37","Financials","SE0015811963","Nasdaq Omx Nordic","Sweden","SEK"
"KLAC","KLA CORP","Equity","0.09","315.57","4,483.00","1,414,700.31","1,414,700.31","Information Technology","US4824801009","NASDAQ","United States","USD"
"CS","AXA SA","Equity","0.09","25.75","54,919.00","1,414,296.54","1,414,296.54","Financials","FR0000120628","Nyse Euronext - Euronext Paris","France","EUR"
"IFX","INFINEON TECHNOLOGIES AG","Equity","0.09","37.64","37,490.00","1,411,138.78","1,411,138.78","Information Technology","DE0006231004","Xetra","Germany","EUR"
"PSA","PUBLIC STORAGE REIT","Equity","0.09","313.00","4,506.00","1,410,378.00","1,410,378.00","Real Estate","US74460D1090","New York Stock Exchange Inc.","United States","USD"
"INGA","ING GROEP NV","Equity","0.09","12.71","110,902.00","1,409,611.15","1,409,611.15","Financials","NL0011821202","Euronext Amsterdam","Netherlands","EUR"
"CP","CANADIAN PACIFIC RAILWAY LTD","Equity","0.09","71.79","19,509.00","1,400,491.04","1,400,491.04","Industrials","CA13645T1003","Toronto Stock Exchange","Canada","CAD"
"7267","HONDA MOTOR LTD","Equity","0.09","31.62","43,900.00","1,388,246.30","1,388,246.30","Consumer Discretionary","JP3854600008","Tokyo Stock Exchange","Japan","JPY"
"ALGN","ALIGN TECHNOLOGY INC","Equity","0.09","621.87","2,228.00","1,385,526.36","1,385,526.36","Health Care","US0162551016","NASDAQ","United States","USD"
"9433","KDDI CORP","Equity","0.09","31.34","43,981.00","1,378,425.49","1,378,425.49","Communication","JP3496400007","Tokyo Stock Exchange","Japan","JPY"
"A","AGILENT TECHNOLOGIES INC","Equity","0.09","151.46","9,047.00","1,370,258.62","1,370,258.62","Health Care","US00846U1016","New York Stock Exchange Inc.","United States","USD"
"TEL","TE CONNECTIVITY LTD","Equity","0.09","141.93","9,649.00","1,369,482.57","1,369,482.57","Information Technology","CH0102993182","New York Stock Exchange Inc.","United States","USD"
"LULU","LULULEMON ATHLETICA INC","Equity","0.08","393.09","3,472.00","1,364,808.48","1,364,808.48","Consumer Discretionary","US5500211090","NASDAQ","United States","USD"
"PRU","PRUDENTIAL PLC","Equity","0.08","18.61","73,286.00","1,364,013.54","1,364,013.54","Financials","GB0007099541","London Stock Exchange","United Kingdom","GBP"
"SIKA","SIKA AG","Equity","0.08","344.24","3,939.00","1,355,943.23","1,355,943.23","Materials","CH0418792922","SIX Swiss Exchange","Switzerland","CHF"
"MRVL","MARVELL TECHNOLOGY INC","Equity","0.08","58.99","22,966.00","1,354,764.34","1,354,764.34","Information Technology","US5738741041","NASDAQ","United States","USD"
"ATCO A","ATLAS COPCO CLASS A","Equity","0.08","67.43","19,948.00","1,345,084.15","1,345,084.15","Industrials","SE0011166610","Nasdaq Omx Nordic","Sweden","SEK"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Equity","0.08","263.58","5,058.00","1,333,187.64","1,333,187.64","Information Technology","US22788C1053","NASDAQ","United States","USD"
"TROW","T ROWE PRICE GROUP INC","Equity","0.08","202.85","6,560.00","1,330,696.00","1,330,696.00","Financials","US74144T1088","NASDAQ","United States","USD"
"8316","SUMITOMO MITSUI FINANCIAL GROUP IN","Equity","0.08","33.80","39,321.00","1,329,150.50","1,329,150.50","Financials","JP3890350006","Tokyo Stock Exchange","Japan","JPY"
"EXC","EXELON CORP","Equity","0.08","46.98","28,267.00","1,327,983.66","1,327,983.66","Utilities","US30161N1019","NASDAQ","United States","USD"
"NG.","NATIONAL GRID PLC","Equity","0.08","12.90","102,919.00","1,327,324.02","1,327,324.02","Utilities","GB00BDR05C01","London Stock Exchange","United Kingdom","GBP"
"LLOY","LLOYDS BANKING GROUP PLC","Equity","0.08","0.65","2,045,175.00","1,326,892.81","1,326,892.81","Financials","GB0008706128","London Stock Exchange","United Kingdom","GBP"
"MET","METLIFE INC","Equity","0.08","57.64","22,988.00","1,325,028.32","1,325,028.32","Financials","US59156R1086","New York Stock Exchange Inc.","United States","USD"
"IQV","IQVIA HOLDINGS INC","Equity","0.08","245.37","5,392.00","1,323,035.04","1,323,035.04","Health Care","US46266C1053","New York Stock Exchange Inc.","United States","USD"
"GLEN","GLENCORE PLC","Equity","0.08","4.53","290,486.00","1,317,199.92","1,317,199.92","Materials","JE00B4T3BW64","London Stock Exchange","United Kingdom","GBP"
"GIVN","GIVAUDAN SA","Equity","0.08","4,923.43","267.00","1,314,555.90","1,314,555.90","Materials","CH0010645932","SIX Swiss Exchange","Switzerland","CHF"
"KMB","KIMBERLY CLARK CORP","Equity","0.08","134.89","9,710.00","1,309,781.90","1,309,781.90","Consumer Staples","US4943681035","New York Stock Exchange Inc.","United States","USD"
"DXCM","DEXCOM INC","Equity","0.08","459.92","2,847.00","1,309,392.24","1,309,392.24","Health Care","US2521311074","NASDAQ","United States","USD"
"TT","TRANE TECHNOLOGIES PLC","Equity","0.08","198.23","6,589.00","1,306,137.47","1,306,137.47","Industrials","IE00BK9ZQ967","New York Stock Exchange Inc.","United States","USD"
"RI","PERNOD RICARD SA","Equity","0.08","219.00","5,962.00","1,305,670.37","1,305,670.37","Consumer Staples","FR0000120693","Nyse Euronext - Euronext Paris","France","EUR"
"DOW","DOW INC","Equity","0.08","61.87","21,069.00","1,303,539.03","1,303,539.03","Materials","US2605571031","New York Stock Exchange Inc.","United States","USD"
"TRP","TC ENERGY CORP","Equity","0.08","49.24","26,184.00","1,289,266.64","1,289,266.64","Energy","CA87807B1076","Toronto Stock Exchange","Canada","CAD"
"VOD","VODAFONE GROUP PLC","Equity","0.08","1.60","801,741.00","1,282,505.36","1,282,505.36","Communication","GB00BH4HKS39","London Stock Exchange","United Kingdom","GBP"
"SNPS","SYNOPSYS INC","Equity","0.08","283.69","4,498.00","1,276,037.62","1,276,037.62","Information Technology","US8716071076","NASDAQ","United States","USD"
"ROST","ROSS STORES INC","Equity","0.08","121.18","10,473.00","1,269,118.14","1,269,118.14","Consumer Discretionary","US7782961038","NASDAQ","United States","USD"
